"i.vec","sp.query","q.rank","ncbi.ids","class","cohort","family","genus","infraclass","infraorder","kingdom","order","parvorder","phylum","species","species.group","subclass","subcohort","subfamily","subgenus","subkingdom","suborder","subphylum","subtribe","superclass","superfamily","superkingdom","superorder","tribe","host_record_lcdb_nhm"
963,"Cnemidophorus lemniscatus","species","68354","Craniata",NA,"Teiidae","Cnemidophorus",NA,NA,"Metazoa","Squamata",NA,"Chordata","Cnemidophorus lemniscatus",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Teiioidea","Eukaryota","Lepidosauria",NA,"Cnemidophorus lemniscatus"
964,"Cnemidophorus ocellifer","genus","37196","Craniata",NA,"Teiidae","Cnemidophorus",NA,NA,"Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Teiioidea","Eukaryota","Lepidosauria",NA,"Cnemidophorus ocellifer"
966,"Cobitis biwae","species","118129","Actinopteri","Otomorpha","Cobitidae","Cobitis","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Cobitis biwae",NA,"Neopterygii","Ostariophysi","Cobitinae",NA,NA,"Cobitoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Cypriniphysae",NA,"Cobitis biwae"
967,"Cobitis elongatoides","species","166482","Actinopteri","Otomorpha","Cobitidae","Cobitis","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Cobitis elongatoides",NA,"Neopterygii","Ostariophysi","Cobitinae",NA,NA,"Cobitoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Cypriniphysae",NA,"Cobitis elongatoides"
968,"Coccothraustes coccothraustes","species","37609","Aves",NA,"Fringillidae","Coccothraustes","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata","Coccothraustes coccothraustes",NA,NA,NA,"Carduelinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Passeroidea","Eukaryota",NA,NA,"Coccothraustes coccothraustes"
970,"Coccyzus americanus","species","33603","Aves",NA,"Coccyzidae","Coccyzus","Neognathae",NA,"Metazoa","Cuculiformes",NA,"Chordata","Coccyzus americanus",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Coccyzus americanus"
971,"Coccyzus melanocoryphus","genus","33602","Aves",NA,"Coccyzidae","Coccyzus","Neognathae",NA,"Metazoa","Cuculiformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Coccyzus melanocoryphus"
972,"Coelognathus helena","species","201390","Craniata",NA,"Colubridae","Coelognathus",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Coelognathus helena",NA,NA,NA,"Colubrinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Coluber helena"
973,"Coelops frithii","species","187002","Mammalia",NA,"Hipposideridae","Coelops",NA,NA,"Metazoa","Chiroptera",NA,"Chordata","Coelops frithii",NA,NA,NA,NA,NA,NA,"Microchiroptera","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Laurasiatheria",NA,"Coelops frithii"
980,"Coelorinchus braueri","species","1003713","Actinopteri","Euteleosteomorpha","Macrouridae","Coelorinchus","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Coelorinchus braueri",NA,"Neopterygii",NA,"Macrourinae",NA,NA,"Macrouroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coelorhinchus braueri"
981,"Coelorinchus karrerae","genus","83393","Actinopteri","Euteleosteomorpha","Macrouridae","Coelorinchus","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata",NA,NA,"Neopterygii",NA,"Macrourinae",NA,NA,"Macrouroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coelorhinchus karrerae"
982,"Coelorinchus multispinulosus","species","390691","Actinopteri","Euteleosteomorpha","Macrouridae","Coelorinchus","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Coelorinchus multispinulosus",NA,"Neopterygii",NA,"Macrourinae",NA,NA,"Macrouroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coelorhinchus multispinulosus"
984,"Coendou insidiosus","species","190504","Mammalia",NA,"Erethizontidae","Coendou",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Coendou insidiosus",NA,NA,NA,NA,NA,NA,"Hystricomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Coendou insidiosus"
985,"Coendou villosus","species","188140","Mammalia",NA,"Erethizontidae","Coendou",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Coendou villosus",NA,NA,NA,NA,NA,NA,"Hystricomorpha","Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Euarchontoglires",NA,"Coendou villosus"
986,"Coilia brachygnathus","species","411919","Actinopteri","Otomorpha","Engraulidae","Coilia","Teleostei",NA,"Metazoa","Clupeiformes",NA,"Chordata","Coilia brachygnathus",NA,"Neopterygii","Clupei","Coilinae",NA,NA,"Clupeoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coilia brachygnathus"
987,"Coilia grayii","species","363190","Actinopteri","Otomorpha","Engraulidae","Coilia","Teleostei",NA,"Metazoa","Clupeiformes",NA,"Chordata","Coilia grayii",NA,"Neopterygii","Clupei","Coilinae",NA,NA,"Clupeoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coilia grayii"
988,"Coilia mystus","species","286537","Actinopteri","Otomorpha","Engraulidae","Coilia","Teleostei",NA,"Metazoa","Clupeiformes",NA,"Chordata","Coilia mystus",NA,"Neopterygii","Clupei","Coilinae",NA,NA,"Clupeoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coilia mystus"
989,"Coilia ramcarati","genus","286536","Actinopteri","Otomorpha","Engraulidae","Coilia","Teleostei",NA,"Metazoa","Clupeiformes",NA,"Chordata",NA,NA,"Neopterygii","Clupei","Coilinae",NA,NA,"Clupeoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coilia ramcarati"
990,"Coilia sp.","genus","286536","Actinopteri","Otomorpha","Engraulidae","Coilia","Teleostei",NA,"Metazoa","Clupeiformes",NA,"Chordata",NA,NA,"Neopterygii","Clupei","Coilinae",NA,NA,"Clupeoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coilia sp."
991,"Coleonyx elegans","species","449387","Craniata",NA,"Eublepharidae","Coleonyx",NA,"Gekkota","Metazoa","Squamata",NA,"Chordata","Coleonyx elegans",NA,NA,NA,"Eublepharinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Lepidosauria",NA,"Coleonyx elegans"
992,"Coleonyx variegatus","species","52435","Craniata",NA,"Eublepharidae","Coleonyx",NA,"Gekkota","Metazoa","Squamata",NA,"Chordata","Coleonyx variegatus",NA,NA,NA,"Eublepharinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Lepidosauria",NA,"Coleonyx variegatus"
993,"Coleophora sp.","genus","513583","Insecta","Holometabola","Coleophoridae","Coleophora","Neoptera","Neolepidoptera","Metazoa","Lepidoptera","Heteroneura","Arthropoda",NA,NA,"Pterygota",NA,NA,NA,NA,"Glossata","Hexapoda",NA,NA,"Gelechioidea","Eukaryota","Amphiesmenoptera",NA,"Coleophora sp."
1000,"Colossoma macropomum","species","42526","Actinopteri","Otomorpha","Serrasalmidae","Colossoma","Teleostei",NA,"Metazoa","Characiformes",NA,"Chordata","Colossoma macropomum",NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Characoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA,"Colossoma macropomum"
1000,"Colossoma macropomum","species","42526","Actinopteri","Otomorpha","Serrasalmidae","Colossoma","Teleostei",NA,"Metazoa","Characiformes",NA,"Chordata","Colossoma macropomum",NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Characoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA,"Myletes macropomus"
1001,"Colossoma nigripinnis","genus","42525","Actinopteri","Otomorpha","Serrasalmidae","Colossoma","Teleostei",NA,"Metazoa","Characiformes",NA,"Chordata",NA,NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Characoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA,"Colossoma nigripinnis"
1003,"Coluber flagellum","genus","8589","Craniata",NA,"Colubridae","Coluber",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,"Colubrinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Masticophis flagellum"
1004,"Coluber olivaceus","genus","8589","Craniata",NA,"Colubridae","Coluber",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata",NA,NA,NA,NA,"Colubrinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Coluber olivaceus"
1005,"Coluber sp.","species","1920182","Craniata",NA,"Colubridae","Coluber",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Coluber sp.",NA,NA,NA,"Colubrinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii","Colubroidea","Eukaryota","Lepidosauria",NA,"Coluber sp."
1006,"Columba domestica","genus","8931","Aves",NA,"Columbidae","Columba","Neognathae",NA,"Metazoa","Columbiformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Columba domestica"
1006,"Columba domestica","genus","8931","Aves",NA,"Columbidae","Columba","Neognathae",NA,"Metazoa","Columbiformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Columba domestica laticauda"
1007,"Columba gymnophthalma","genus","8931","Aves",NA,"Columbidae","Columba","Neognathae",NA,"Metazoa","Columbiformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Columba gymnophthalma"
1008,"Columba larvata","genus","8931","Aves",NA,"Columbidae","Columba","Neognathae",NA,"Metazoa","Columbiformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Apopelia larvata"
1010,"Columbina inca","species","115616","Aves",NA,"Columbidae","Columbina","Neognathae",NA,"Metazoa","Columbiformes",NA,"Chordata","Columbina inca",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Scardafella inca"
1018,"Cominella glandiformis","species","620298","Gastropoda",NA,"Buccinidae","Cominella",NA,NA,"Metazoa","Neogastropoda",NA,"Mollusca","Cominella glandiformis",NA,"Caenogastropoda",NA,NA,NA,NA,NA,NA,NA,NA,"Buccinoidea","Eukaryota",NA,NA,"Cominella glandiformis"
1019,"Concinnia tenuis","species","204905","Craniata",NA,"Scincidae","Concinnia",NA,"Scinciformata","Metazoa","Squamata",NA,"Chordata","Concinnia tenuis",NA,NA,NA,"Sphenomorphinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Lepidosauria",NA,"Eulamprus tenuis"
1020,"Conger sp.","genus","7942","Actinopteri",NA,"Congridae","Conger","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata",NA,NA,"Neopterygii",NA,"Congrinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Conger sp."
1021,"Congresox talabonoides","species","391194","Actinopteri",NA,"Muraenesocidae","Congresox","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Congresox talabonoides",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Congresox talabonoides"
1021,"Congresox talabonoides","species","391194","Actinopteri",NA,"Muraenesocidae","Congresox","Teleostei",NA,"Metazoa","Anguilliformes",NA,"Chordata","Congresox talabonoides",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Muraenesox talabonoides"
1023,"Conta conta","species","385273","Actinopteri","Otomorpha","Sisoridae","Conta","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Conta conta",NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Siluroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA,"Erethistes elongatus"
1023,"Conta conta","species","385273","Actinopteri","Otomorpha","Sisoridae","Conta","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Conta conta",NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Siluroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA,"Erethistes enlongata"
1024,"Copeoglossum nigropunctatum","species","1191120","Craniata",NA,"Scincidae","Copeoglossum",NA,"Scinciformata","Metazoa","Squamata",NA,"Chordata","Copeoglossum nigropunctatum",NA,NA,NA,"Mabuyinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Lepidosauria",NA,"Mabuia aurata"
1025,"Copsychus malabaricus","genus","125862","Aves",NA,"Muscicapidae","Copsychus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Copsychus malabaricus"
1026,"Copsychus saularis","species","343929","Aves",NA,"Muscicapidae","Copsychus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata","Copsychus saularis",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Copsychus saularis"
1027,"Coptodon zillii","species","8130","Actinopteri","Euteleosteomorpha","Cichlidae","Coptodon","Teleostei",NA,"Metazoa","Cichliformes",NA,"Chordata","Coptodon zillii",NA,"Neopterygii",NA,"Pseudocrenilabrinae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota","Cichlomorphae","Coptodonini","Tilapia multiradiata"
1028,"Coracias benghalensis","species","1343485","Aves",NA,"Coraciidae","Coracias","Neognathae",NA,"Metazoa","Coraciiformes",NA,"Chordata","Coracias benghalensis",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Coracias bengalensis"
1029,"Coracias indica","genus","56291","Aves",NA,"Coraciidae","Coracias","Neognathae",NA,"Metazoa","Coraciiformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Coracias indica"
1030,"Coracina novaehollandiae","species","254452","Aves",NA,"Campephagidae","Coracina","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata","Coracina novaehollandiae",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Coracina novaehollandiae"
1032,"Corcorax melanoramphos","genus","9144","Aves",NA,"Corcoracidae","Corcorax","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corcorax melanorhamphos"
1033,"Coregonus chadary","species","591250","Actinopteri","Euteleosteomorpha","Salmonidae","Coregonus","Teleostei",NA,"Metazoa","Salmoniformes",NA,"Chordata","Coregonus chadary",NA,"Neopterygii",NA,"Coregoninae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coregonus chadary"
1034,"Coregonus maraenula","genus","27772","Actinopteri","Euteleosteomorpha","Salmonidae","Coregonus","Teleostei",NA,"Metazoa","Salmoniformes",NA,"Chordata",NA,NA,"Neopterygii",NA,"Coregoninae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coregonus maraenula"
1035,"Coregonus pollan","species","108096","Actinopteri","Euteleosteomorpha","Salmonidae","Coregonus","Teleostei",NA,"Metazoa","Salmoniformes",NA,"Chordata","Coregonus pollan",NA,"Neopterygii",NA,"Coregoninae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coregonus pollan"
1036,"Coregonus ussuriensis","species","340692","Actinopteri","Euteleosteomorpha","Salmonidae","Coregonus","Teleostei",NA,"Metazoa","Salmoniformes",NA,"Chordata","Coregonus ussuriensis",NA,"Neopterygii",NA,"Coregoninae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coregonus ussuriensis"
1037,"Coreius heterodon","species","171525","Actinopteri","Otomorpha","Cyprinidae","Coreius","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Coreius heterodon",NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Cyprinoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Cypriniphysae",NA,"Coreius heterodon"
1039,"Coris julis","species","126330","Actinopteri","Euteleosteomorpha","Labridae","Coris","Teleostei",NA,"Metazoa","Labriformes",NA,"Chordata","Coris julis",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coris julis"
1040,"Cornitermes cumulans","species","99801","Insecta","Polyneoptera","Termitidae","Cornitermes","Neoptera",NA,"Metazoa","Blattodea",NA,"Arthropoda","Cornitermes cumulans",NA,"Pterygota",NA,"Syntermitinae",NA,NA,NA,"Hexapoda",NA,NA,"Blattoidea","Eukaryota",NA,NA,"Cornitermes cumulans"
1041,"Corvus albus","species","30421","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata","Corvus albus",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus albus"
1042,"Corvus bennetti","species","1196223","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata","Corvus bennetti",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus bennetti"
1043,"Corvus cryptoleucus","species","134906","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata","Corvus cryptoleucus",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus cryptoleucus"
1044,"Corvus glandarius","genus","30420","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus glandarius"
1045,"Corvus levaillantii","genus","30420","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus levaillantii"
1046,"Corvus lovalandi","genus","30420","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus lovalandi"
1047,"Corvus macrorhynchus","genus","30420","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus macrorhynchus"
1047,"Corvus macrorhynchus","genus","30420","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus macrorhynchus colonorum"
1048,"Corvus mellori","species","1196299","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata","Corvus mellori",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus mellori"
1049,"Corvus tasmanicus","species","1196310","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata","Corvus tasmanicus",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus tasmanicus"
1050,"Corvus torquatus","genus","30420","Aves",NA,"Corvidae","Corvus","Neognathae",NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii","Corvoidea","Eukaryota",NA,NA,"Corvus torquatus"
1052,"Corydoras aenus","genus","36707","Actinopteri","Otomorpha","Callichthyidae","Corydoras","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata",NA,NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Loricaroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA,"Corydoras aenus"
1053,"Corydoras paleatus","species","245772","Actinopteri","Otomorpha","Callichthyidae","Corydoras","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Corydoras paleatus",NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Loricaroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA,"Corydoras paleatus"
1054,"Corydoras reticulatus","species","927931","Actinopteri","Otomorpha","Callichthyidae","Corydoras","Teleostei",NA,"Metazoa","Siluriformes",NA,"Chordata","Corydoras reticulatus",NA,"Neopterygii","Ostariophysi",NA,NA,NA,"Loricaroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA,"Corydoras reticulatus"
1055,"Coryphaena equiselis","species","13454","Actinopteri","Euteleosteomorpha","Coryphaenidae","Coryphaena","Teleostei",NA,"Metazoa","Carangiformes",NA,"Chordata","Coryphaena equiselis",NA,"Neopterygii",NA,NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coryphaena equiselis"
1056,"Coryphaenoides brevibarbis","species","473302","Actinopteri","Euteleosteomorpha","Macrouridae","Coryphaenoides","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Coryphaenoides brevibarbis",NA,"Neopterygii",NA,"Macrourinae",NA,NA,"Macrouroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coryphaenoides brevibarbis"
1057,"Coryphaenoides leptolepis","species","216981","Actinopteri","Euteleosteomorpha","Macrouridae","Coryphaenoides","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Coryphaenoides leptolepis",NA,"Neopterygii",NA,"Macrourinae",NA,NA,"Macrouroidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Coryphaenoides leptolepis"
1058,"Corythaeola cristata","species","103954","Aves",NA,"Musophagidae","Corythaeola","Neognathae",NA,"Metazoa","Musophagiformes",NA,"Chordata","Corythaeola cristata",NA,NA,NA,NA,NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota",NA,NA,"Corythaeola cristata"
1059,"Coscoroba sp.","genus","8862","Aves",NA,"Anatidae","Coscoroba","Neognathae",NA,"Metazoa","Anseriformes",NA,"Chordata",NA,NA,NA,NA,"Anserinae",NA,NA,NA,"Craniata",NA,"Sarcopterygii",NA,"Eukaryota","Galloanserae",NA,"Coscoroba sp."
1060,"Cossyphus axillaris","genus","1272344","Insecta","Holometabola","Tenebrionidae","Cossyphus","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota",NA,"Lagriinae",NA,NA,"Polyphaga","Hexapoda",NA,NA,"Tenebrionoidea","Eukaryota",NA,NA,"Cossyphus axillaris"
1061,"Costelytra zealandica","species","50579","Insecta","Holometabola","Scarabaeidae","Costelytra","Neoptera","Scarabaeiformia","Metazoa","Coleoptera",NA,"Arthropoda","Costelytra zealandica",NA,"Pterygota",NA,"Melolonthinae",NA,NA,"Polyphaga","Hexapoda",NA,NA,"Scarabaeoidea","Eukaryota",NA,NA,"Costelytra zealandica"
1063,"Cottus sibiricus","species","200678","Actinopteri","Euteleosteomorpha","Cottidae","Cottus","Teleostei","Cottales","Metazoa","Perciformes",NA,"Chordata","Cottus sibiricus",NA,"Neopterygii",NA,NA,NA,NA,"Cottioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Cottus sibiricus"
1064,"Cottus szanaga","species","1920503","Actinopteri","Euteleosteomorpha","Cottidae","Cottus","Teleostei","Cottales","Metazoa","Perciformes",NA,"Chordata","Cottus szanaga",NA,"Neopterygii",NA,NA,NA,NA,"Cottioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA,"Cottus szanaga"
1065,"Crambus simplex","genus","687066","Insecta","Holometabola","Crambidae","Crambus","Neoptera","Neolepidoptera","Metazoa","Lepidoptera","Heteroneura","Arthropoda",NA,NA,"Pterygota",NA,"Crambinae",NA,NA,"Glossata","Hexapoda",NA,NA,"Pyraloidea","Eukaryota","Amphiesmenoptera",NA,"Crambus simplex"
1066,"Craspedosoma alemannicum","genus","1146999","Diplopoda",NA,"Craspedosomatidae","Craspedosoma",NA,NA,"Metazoa","Chordeumatida",NA,"Arthropoda",NA,NA,"Helminthomorpha",NA,NA,NA,NA,NA,"Myriapoda",NA,NA,NA,"Eukaryota",NA,NA,"Craspedosoma alemanicum"
