i.vec,sp.query,q.rank,ncbi.ids,class,cohort,family,genus,infraclass,infraorder,kingdom,order,parvorder,phylum,species,species group,subclass,subcohort,subfamily,subgenus,subkingdom,suborder,subphylum,subtribe,superclass,superfamily,superkingdom,superorder,tribe,host_record_lcdb_nhm
5901,Tropocyclops prasinus,species,516452,Hexanauplia,NA,Cyclopidae,Tropocyclops,Neocopepoda,NA,Metazoa,Cyclopoida,NA,Arthropoda,Tropocyclops prasinus,NA,Copepoda,NA,NA,NA,NA,NA,Crustacea,NA,Multicrustacea,NA,Eukaryota,Podoplea,NA,Tropocyclops prasinus
5902,Trox fabricii,species,1461461,Insecta,Holometabola,Trogidae,Trox,Neoptera,Scarabaeiformia,Metazoa,Coleoptera,NA,Arthropoda,Trox fabricii,NA,Pterygota,NA,NA,NA,NA,Polyphaga,Hexapoda,NA,NA,Scarabaeoidea,Eukaryota,NA,NA,Trox granulatus
5903,Trygonoptera mucosa,species,495886,Chondrichthyes,NA,Urolophidae,Trygonoptera,NA,NA,Metazoa,Myliobatiformes,NA,Chordata,Trygonoptera mucosa,NA,Elasmobranchii,NA,NA,NA,NA,NA,Craniata,NA,NA,Urolophoidea,Eukaryota,Batoidea,NA,Trygonoptera mucosa
5904,Trygonorrhina fasciata,species,337883,Chondrichthyes,NA,Rhinobatidae,Trygonorrhina,NA,NA,Metazoa,Pristiformes/Rhiniformes group,NA,Chordata,Trygonorrhina fasciata,NA,Elasmobranchii,NA,NA,NA,NA,NA,Craniata,NA,NA,NA,Eukaryota,Batoidea,NA,Trygonorrhina fasciata
5906,Trypocopris vernalis,species,1588525,Insecta,Holometabola,Geotrupidae,Trypocopris,Neoptera,Scarabaeiformia,Metazoa,Coleoptera,NA,Arthropoda,Trypocopris vernalis,NA,Pterygota,NA,NA,NA,NA,Polyphaga,Hexapoda,NA,NA,Scarabaeoidea,Eukaryota,NA,NA,Trypocopris vernalis
5907,Tubifex newaensis,species,1969982,Clitellata,NA,Naididae,Tubifex,NA,NA,Metazoa,Haplotaxida,NA,Annelida,Tubifex newaensis,NA,Oligochaeta,NA,Tubificinae,NA,NA,Tubificina,NA,NA,NA,NA,Eukaryota,NA,NA,Isochaetides newaensis
5907,Tubifex newaensis,species,1969982,Clitellata,NA,Naididae,Tubifex,NA,NA,Metazoa,Haplotaxida,NA,Annelida,Tubifex newaensis,NA,Oligochaeta,NA,Tubificinae,NA,NA,Tubificina,NA,NA,NA,NA,Eukaryota,NA,NA,Limnodrilus newaensis
5908,Tubifex sp.,species,44764,Clitellata,NA,Naididae,Tubifex,NA,NA,Metazoa,Haplotaxida,NA,Annelida,Tubifex sp.,NA,Oligochaeta,NA,Tubificinae,NA,NA,Tubificina,NA,NA,NA,NA,Eukaryota,NA,NA,Tubifex sp.
5909,Tubifex tubifex,species,6386,Clitellata,NA,Naididae,Tubifex,NA,NA,Metazoa,Haplotaxida,NA,Annelida,Tubifex tubifex,NA,Oligochaeta,NA,Tubificinae,NA,NA,Tubificina,NA,NA,NA,NA,Eukaryota,NA,NA,Tubifex hattai
5909,Tubifex tubifex,species,6386,Clitellata,NA,Naididae,Tubifex,NA,NA,Metazoa,Haplotaxida,NA,Annelida,Tubifex tubifex,NA,Oligochaeta,NA,Tubificinae,NA,NA,Tubificina,NA,NA,NA,NA,Eukaryota,NA,NA,Tubifex tubifex
5911,Tupaia glis,species,9395,Mammalia,NA,Tupaiidae,Tupaia,NA,NA,Metazoa,Scandentia,NA,Chordata,Tupaia glis,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Tupaia glis
5912,Tupaia minor,species,143289,Mammalia,NA,Tupaiidae,Tupaia,NA,NA,Metazoa,Scandentia,NA,Chordata,Tupaia minor,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Tupaia minor
5913,Turdoides plebejus,species,208070,Aves,NA,Leiothrichidae,Turdoides,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdoides plebejus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,Sylvioidea,Eukaryota,NA,NA,Turdoides plebejus
5914,Turdus amaurochalinus,species,411539,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus amaurochalinus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus amaurochalinus
5915,Turdus ericetorum,genus,9186,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus ericetorum
5916,Turdus eunomus,species,1562130,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus eunomus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus eunomus
5917,Turdus flavipes,species,1896771,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus flavipes,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Platycichla flavipes
5918,Turdus iliacus,species,411526,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus iliacus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus iliacus
5918,Turdus iliacus,species,411526,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus iliacus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus musicus
5919,Turdus merula,species,9187,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus merula,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus merula
5919,Turdus merula,species,9187,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus merula,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus merula mandarinus
5920,Turdus migratorius,species,9188,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus migratorius,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus migratorius
5921,Turdus philomelos,species,127946,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus philomelos,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus philomelos
5922,Turdus pilaris,species,357736,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus pilaris,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus pilaris
5923,Turdus ruficollis,species,411525,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus ruficollis,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus ruficollis
5924,Turdus torquatus,species,357595,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus torquatus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus torquatus
5925,Turdus viscivorus,species,301543,Aves,NA,Turdidae,Turdus,Neognathae,NA,Metazoa,Passeriformes,NA,Chordata,Turdus viscivorus,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turdus viscivorus
5926,Turnix castanotus,genus,9247,Aves,NA,Turnicidae,Turnix,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turnix castanota
5927,Turnix suscitator,species,292133,Aves,NA,Turnicidae,Turnix,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Turnix suscitator,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turnix suscitator
5928,Turnix velox,species,2529409,Aves,NA,Turnicidae,Turnix,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Turnix velox,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Turnix velox
5929,Tursiops truncatus,species,9739,Mammalia,NA,Delphinidae,Tursiops,NA,NA,Metazoa,Cetacea,NA,Chordata,Tursiops truncatus,NA,NA,NA,NA,NA,NA,Odontoceti,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Tursiops truncatus
5930,Tylomys panamensis,genus,164612,Mammalia,NA,Cricetidae,Tylomys,NA,NA,Metazoa,Rodentia,NA,Chordata,NA,NA,NA,NA,Tylomyinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Tylomys panamensis
5931,Tylomys watsoni,species,1002723,Mammalia,NA,Cricetidae,Tylomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Tylomys watsoni,NA,NA,NA,Tylomyinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Tylomys watsoni
5932,Tylosurus acus,species,129073,Actinopteri,Euteleosteomorpha,Belonidae,Tylosurus,Teleostei,NA,Metazoa,Beloniformes,NA,Chordata,Tylosurus acus,NA,Neopterygii,NA,NA,NA,NA,Belonoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Atherinomorphae,NA,Tylosurus acus
5933,Tylosurus caribbaeus,genus,129072,Actinopteri,Euteleosteomorpha,Belonidae,Tylosurus,Teleostei,NA,Metazoa,Beloniformes,NA,Chordata,NA,NA,Neopterygii,NA,NA,NA,NA,Belonoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,Atherinomorphae,NA,Tylosurus caribbaeus
5934,Tylotropidius patagiatus,genus,645683,Insecta,Polyneoptera,Acrididae,Tylotropidius,Neoptera,Acrididea,Metazoa,Orthoptera,NA,Arthropoda,NA,NA,Pterygota,NA,Eyprepocnemidinae,NA,NA,Caelifera,Hexapoda,NA,NA,Acridoidea,Eukaryota,NA,NA,Tylotropidius patagiatus
5935,Tympanuchus americanus,genus,9003,Aves,NA,Phasianidae,Tympanuchus,Neognathae,NA,Metazoa,Galliformes,NA,Chordata,NA,NA,NA,NA,Tetraoninae,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Galloanserae,NA,Tympanuchus americanus
5936,Tympanuchus cupido,species,9004,Aves,NA,Phasianidae,Tympanuchus,Neognathae,NA,Metazoa,Galliformes,NA,Chordata,Tympanuchus cupido,NA,NA,NA,Tetraoninae,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Galloanserae,NA,Tympanuchus cupido
5936,Tympanuchus cupido,species,9004,Aves,NA,Phasianidae,Tympanuchus,Neognathae,NA,Metazoa,Galliformes,NA,Chordata,Tympanuchus cupido,NA,NA,NA,Tetraoninae,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Galloanserae,NA,Tympanuchus cupido attwateri
5937,Tympanuchus phasianellus,species,83287,Aves,NA,Phasianidae,Tympanuchus,Neognathae,NA,Metazoa,Galliformes,NA,Chordata,Tympanuchus phasianellus,NA,NA,NA,Tetraoninae,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Galloanserae,NA,Pedioecetes phasianellus
5937,Tympanuchus phasianellus,species,83287,Aves,NA,Phasianidae,Tympanuchus,Neognathae,NA,Metazoa,Galliformes,NA,Chordata,Tympanuchus phasianellus,NA,NA,NA,Tetraoninae,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,Galloanserae,NA,Tympanuchus phasianellus
5938,Typhaea stercorea,species,879065,Insecta,Holometabola,Mycetophagidae,Typhaea,Neoptera,Cucujiformia,Metazoa,Coleoptera,NA,Arthropoda,Typhaea stercorea,NA,Pterygota,NA,NA,NA,NA,Polyphaga,Hexapoda,NA,NA,Tenebrionoidea,Eukaryota,NA,NA,Typhaea stercorea
5939,Typhliasina pearsei,species,1843780,Actinopteri,Euteleosteomorpha,Bythitidae,Typhliasina,Teleostei,NA,Metazoa,Ophidiiformes,NA,Chordata,Typhliasina pearsei,NA,Neopterygii,NA,Brosmophycinae,NA,NA,Bythitoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Ogilbia pearsei
5939,Typhliasina pearsei,species,1843780,Actinopteri,Euteleosteomorpha,Bythitidae,Typhliasina,Teleostei,NA,Metazoa,Ophidiiformes,NA,Chordata,Typhliasina pearsei,NA,Neopterygii,NA,Brosmophycinae,NA,NA,Bythitoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Typhlias pearsi
5939,Typhliasina pearsei,species,1843780,Actinopteri,Euteleosteomorpha,Bythitidae,Typhliasina,Teleostei,NA,Metazoa,Ophidiiformes,NA,Chordata,Typhliasina pearsei,NA,Neopterygii,NA,Brosmophycinae,NA,NA,Bythitoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Typhliasina pearsei
5940,Tyto alba,species,56313,Aves,NA,Tytonidae,Tyto,Neognathae,NA,Metazoa,Strigiformes,NA,Chordata,Tyto alba,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Tyto alba
5941,Uaru amphiacanthoides,species,74137,Actinopteri,Euteleosteomorpha,Cichlidae,Uaru,Teleostei,NA,Metazoa,Cichliformes,NA,Chordata,Uaru amphiacanthoides,NA,Neopterygii,NA,Cichlasomatinae,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,Cichlomorphae,Heroini,Uaru amphiacanthoides
5942,Uca sp.,genus,53313,Malacostraca,NA,Ocypodidae,Uca,NA,Brachyura,Metazoa,Decapoda,NA,Arthropoda,NA,NA,Eumalacostraca,NA,Ocypodinae,NA,NA,Pleocyemata,Crustacea,NA,Multicrustacea,Ocypodoidea,Eukaryota,Eucarida,NA,Uca sp.
5943,Udeopsylla robusta,species,1853928,Insecta,Polyneoptera,Rhaphidophoridae,Udeopsylla,Neoptera,NA,Metazoa,Orthoptera,NA,Arthropoda,Udeopsylla robusta,NA,Pterygota,NA,Ceuthophilinae,NA,NA,Ensifera,Hexapoda,NA,NA,Rhaphidophoroidea,Eukaryota,NA,NA,Udeopsylla robusta
5944,Uma exsul,species,107383,Craniata,NA,Phrynosomatidae,Uma,NA,NA,Metazoa,Squamata,NA,Chordata,Uma exsul,NA,NA,NA,Phrynosomatinae,NA,NA,Iguania,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Uma exsul
5945,Uma inornata,species,107384,Craniata,NA,Phrynosomatidae,Uma,NA,NA,Metazoa,Squamata,NA,Chordata,Uma inornata,NA,NA,NA,Phrynosomatinae,NA,NA,Iguania,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Uma inornata
5946,Uma notata,species,43645,Craniata,NA,Phrynosomatidae,Uma,NA,NA,Metazoa,Squamata,NA,Chordata,Uma notata,NA,NA,NA,Phrynosomatinae,NA,NA,Iguania,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Uma notata
5947,Uma paraphygas,species,107385,Craniata,NA,Phrynosomatidae,Uma,NA,NA,Metazoa,Squamata,NA,Chordata,Uma paraphygas,NA,NA,NA,Phrynosomatinae,NA,NA,Iguania,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Uma paraphygas
5948,Uma scoparia,species,81829,Craniata,NA,Phrynosomatidae,Uma,NA,NA,Metazoa,Squamata,NA,Chordata,Uma scoparia,NA,NA,NA,Phrynosomatinae,NA,NA,Iguania,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Uma scoparia
5949,Umbra krameri,species,75933,Actinopteri,Euteleosteomorpha,Umbridae,Umbra,Teleostei,NA,Metazoa,Esociformes,NA,Chordata,Umbra krameri,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Umbra krameri
5950,Umbra limi,species,75935,Actinopteri,Euteleosteomorpha,Umbridae,Umbra,Teleostei,NA,Metazoa,Esociformes,NA,Chordata,Umbra limi,NA,Neopterygii,NA,NA,NA,NA,NA,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Umbra limi
5951,Uncia uncia,genus,29063,Mammalia,NA,Felidae,Uncia,NA,NA,Metazoa,Carnivora,NA,Chordata,NA,NA,NA,NA,Pantherinae,NA,NA,Feliformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Panthera uncia
5952,Uncinais uncinata,species,167838,Clitellata,NA,Naididae,Uncinais,NA,NA,Metazoa,Haplotaxida,NA,Annelida,Uncinais uncinata,NA,Oligochaeta,NA,Naidinae,NA,NA,Tubificina,NA,NA,NA,NA,Eukaryota,NA,NA,Uncinais uncinata
5953,Unciola irradiata,genus,1818105,Malacostraca,NA,Unciolidae,Unciola,NA,Corophiida,Metazoa,Amphipoda,Corophiidira,Arthropoda,NA,NA,Eumalacostraca,NA,NA,NA,NA,Senticaudata,Crustacea,NA,Multicrustacea,Aoroidea,Eukaryota,Peracarida,NA,Unciola irradiata
5954,Unciola irrorata,species,1859086,Malacostraca,NA,Unciolidae,Unciola,NA,Corophiida,Metazoa,Amphipoda,Corophiidira,Arthropoda,Unciola irrorata,NA,Eumalacostraca,NA,NA,NA,NA,Senticaudata,Crustacea,NA,Multicrustacea,Aoroidea,Eukaryota,Peracarida,NA,Unciola irrorata
5955,Upeneus subvittatus,species,435237,Actinopteri,Euteleosteomorpha,Mullidae,Upeneus,Teleostei,NA,Metazoa,Syngnathiformes,NA,Chordata,Upeneus subvittatus,NA,Neopterygii,NA,NA,NA,NA,Mulloidea,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Upeneus subvittatus
5956,Upeneus sulphureus,species,435238,Actinopteri,Euteleosteomorpha,Mullidae,Upeneus,Teleostei,NA,Metazoa,Syngnathiformes,NA,Chordata,Upeneus sulphureus,NA,Neopterygii,NA,NA,NA,NA,Mulloidea,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Upeneus sulphureus
5957,Upupa epops,species,57439,Aves,NA,Upupidae,Upupa,Neognathae,NA,Metazoa,Upupiformes,NA,Chordata,Upupa epops,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Upupa epops
5958,Uranomys ruddi,species,41272,Mammalia,NA,Muridae,Uranomys,NA,NA,Metazoa,Rodentia,NA,Chordata,Uranomys ruddi,NA,NA,NA,Deomyinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Uranomys ruddi
5959,Uria aalge,species,13746,Aves,NA,Alcidae,Uria,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Uria aalge,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Uria aalge
5960,Uria lomvia,species,28711,Aves,NA,Alcidae,Uria,Neognathae,NA,Metazoa,Charadriiformes,NA,Chordata,Uria lomvia,NA,NA,NA,NA,NA,NA,NA,Craniata,NA,Sarcopterygii,NA,Eukaryota,NA,NA,Uria lomvia
5961,Urobatis maculatus,genus,86674,Chondrichthyes,NA,Urotrygonidae,Urobatis,NA,NA,Metazoa,Myliobatiformes,NA,Chordata,NA,NA,Elasmobranchii,NA,NA,NA,NA,NA,Craniata,NA,NA,Dasyatoidea,Eukaryota,Batoidea,NA,Urobatis maculatus
5962,Urocitellus armatus,species,99832,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus armatus,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Urocitellus armatus
5963,Urocitellus elegans,species,99838,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus elegans,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Spermophilus elegans
5963,Urocitellus elegans,species,99838,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus elegans,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Urocitellus elegans
5964,Urocitellus parryii,species,9999,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus parryii,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Spermophilus parryii
5965,Urocitellus richardsonii,species,37591,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus richardsonii,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Spermophilus richardsonii
5965,Urocitellus richardsonii,species,37591,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus richardsonii,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Urocitellus richardsonii
5966,Urocitellus townsendii,species,99861,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus townsendii,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Spermophilus townsendii
5967,Urocitellus undulatus,species,99867,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus undulatus,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Citellus undulatus
5967,Urocitellus undulatus,species,99867,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus undulatus,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Spermophilus undulatus
5967,Urocitellus undulatus,species,99867,Mammalia,NA,Sciuridae,Urocitellus,NA,NA,Metazoa,Rodentia,NA,Chordata,Urocitellus undulatus,NA,NA,NA,Xerinae,NA,NA,Sciuromorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,Marmotini,Urocitellus undulatus
5968,Urocyon cinereoargentatus,genus,55039,Mammalia,NA,Canidae,Urocyon,NA,NA,Metazoa,Carnivora,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,Caniformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Urocyon cinereoargentatus scotti
5969,Urocyon cinereoargenteus,species,55040,Mammalia,NA,Canidae,Urocyon,NA,NA,Metazoa,Carnivora,NA,Chordata,Urocyon cinereoargenteus,NA,NA,NA,NA,NA,NA,Caniformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Urocyon cinereoargenteus
5970,Urocyon littoralis,species,244585,Mammalia,NA,Canidae,Urocyon,NA,NA,Metazoa,Carnivora,NA,Chordata,Urocyon littoralis,NA,NA,NA,NA,NA,NA,Caniformia,Craniata,NA,Sarcopterygii,NA,Eukaryota,Laurasiatheria,NA,Urocyon littoralis
5971,Urogymnus asperrimus,species,195338,Chondrichthyes,NA,Dasyatidae,Urogymnus,NA,NA,Metazoa,Myliobatiformes,NA,Chordata,Urogymnus asperrimus,NA,Elasmobranchii,NA,NA,NA,NA,NA,Craniata,NA,NA,Dasyatoidea,Eukaryota,Batoidea,NA,Urogymnus asperrimus
5972,Urolophus halleri,species,86675,Chondrichthyes,NA,Urolophidae,Urolophus,NA,NA,Metazoa,Myliobatiformes,NA,Chordata,Urolophus halleri,NA,Elasmobranchii,NA,NA,NA,NA,NA,Craniata,NA,NA,Urolophoidea,Eukaryota,Batoidea,NA,Urobatis halleri
5973,Uromastyx acanthinura,species,52167,Craniata,NA,Agamidae,Uromastyx,NA,NA,Metazoa,Squamata,NA,Chordata,Uromastyx acanthinura,NA,NA,NA,Uromastycinae,NA,NA,Iguania,Craniata,NA,Sarcopterygii,NA,Eukaryota,Lepidosauria,NA,Uromastyx acanthinurus
5974,Uromys caudimaculatus,species,36800,Mammalia,NA,Muridae,Uromys,NA,NA,Metazoa,Rodentia,NA,Chordata,Uromys caudimaculatus,NA,NA,NA,Murinae,NA,NA,Myomorpha,Craniata,NA,Sarcopterygii,NA,Eukaryota,Euarchontoglires,NA,Uromys caudimaculatus
5975,Urophycis brasiliensis,species,1154667,Actinopteri,Euteleosteomorpha,Phycidae,Urophycis,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Urophycis brasiliensis,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Urophycis brasiliensis
5976,Urophycis chuss,species,183656,Actinopteri,Euteleosteomorpha,Phycidae,Urophycis,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Urophycis chuss,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Urophycis chuss
5977,Urophycis floridana,species,630691,Actinopteri,Euteleosteomorpha,Phycidae,Urophycis,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Urophycis floridana,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Urophycis floridana
5978,Urophycis musicki,genus,183655,Actinopteri,Euteleosteomorpha,Phycidae,Urophycis,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,NA,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Urophycis musicki
5979,Urophycis regia,species,630692,Actinopteri,Euteleosteomorpha,Phycidae,Urophycis,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Urophycis regia,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Urophycis regia
5980,Urophycis sp.,genus,183655,Actinopteri,Euteleosteomorpha,Phycidae,Urophycis,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,NA,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Urophycis sp.
5981,Urophycis tenuis,species,183657,Actinopteri,Euteleosteomorpha,Phycidae,Urophycis,Teleostei,NA,Metazoa,Gadiformes,NA,Chordata,Urophycis tenuis,NA,Neopterygii,NA,NA,NA,NA,Gadoidei,Craniata,NA,Actinopterygii,NA,Eukaryota,NA,NA,Urophycis tenuis
